Handle,Vendor,Title,Body (HTML),Vendor.1,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Marcas usadas,Modelos usados,Cilindrajes usados,Detalles por tag
kit-retenes-bomba-turbina-pulsar-200ns-genuine-bajaj-1,700012100,"KIT RETENES BOMBA + TURBINA PULSAR-200NS ""GENUINE BAJAJ""",,700012100,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,3629.0,0.0,shopify,0.0,deny,manual,17500.0,,True,True,700012100,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
kit-pinon-velocimetro-x-5-pcs-eco-deluxe-original-hero,700012051,"KIT PIÑON VELOCIMETRO X 5 PCS ECO DELUXE ""ORIGINAL HERO""",,700012051,,Producto,"andina, casa700, Kit, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3628.0,0.0,shopify,0.0,deny,manual,5900.0,,True,True,700012051,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos"
kit-pinon-velocimetro-x-2-pcs-boxer-ct100-tec-genuine-bajaj,700012050,"KIT PIÑON VELOCIMETRO X 2 PCS BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012050,,Producto,"andina, casa700, Kit, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3627.0,0.0,shopify,0.0,deny,manual,4300.0,,True,True,700012050,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos"
kit-guia-tensor-cadenilla-pulsar-150ns-genuine-bajaj-1,700012001,"KIT GUIA TENSOR CADENILLA PULSAR-150NS ""GENUINE BAJAJ""",,700012001,,Producto,"andina, Cadenilla, casa700, Kit, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3626.0,0.0,shopify,0.0,deny,manual,14200.0,,True,True,700012001,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Kit, Productos, Repuestos, Tensor","KIT, NO",,"Andina, Cadenilla, Kit, KIT, Productos, NO, Repuestos, Tensor"
kit-guia-tensor-cadenilla-pulsar-135-genuine-bajaj-1,700012000,"KIT GUIA TENSOR CADENILLA PULSAR-135 ""GENUINE BAJAJ""",,700012000,,Producto,"andina, Cadenilla, casa700, Kit, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3625.0,0.0,shopify,568.0,deny,manual,6500.0,,True,True,700012000,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Kit, Productos, Repuestos, Tensor","KIT, NO",,"Andina, Cadenilla, Kit, KIT, Productos, NO, Repuestos, Tensor"
kit-distribucion-xpulse-200-original-hero,700011940,"KIT DISTRIBUCION XPULSE-200 ""ORIGINAL HERO""",,700011940,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3624.0,0.0,shopify,0.0,deny,manual,62000.0,,True,True,700011940,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos"
kit-discos-de-clutch-x-5-pcs-glamour-125-original-hero,700011910,"KIT DISCOS DE CLUTCH X 5 PCS GLAMOUR-125 ""ORIGINAL HERO""",,700011910,,Producto,"andina, casa700, Clutch, Disco, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3623.0,0.0,shopify,0.0,deny,manual,49500.0,,True,True,700011910,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Disco, Kit, Productos, Repuestos","KIT, NO",,"Andina, Clutch, Disco, Kit, KIT, Productos, NO, Repuestos"
kit-cilindro-xpulse-200-original-hero,700011841,"KIT CILINDRO XPULSE-200 ""ORIGINAL HERO""",,700011841,,Producto,"andina, casa700, Cilindro, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3622.0,0.0,shopify,8.0,deny,manual,318000.0,,True,True,700011841,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cilindro, Kit, Productos, Repuestos","KIT, NO",,"Andina, Cilindro, Kit, KIT, Productos, NO, Repuestos"
kit-biela-eco-deluxe-original-hero-1,700011821,"KIT BIELA ECO DELUXE ""ORIGINAL HERO""",,700011821,,Producto,"andina, Biela, casa700, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3621.0,0.0,shopify,0.0,deny,manual,54000.0,,True,True,700011821,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Biela, Kit, Productos, Repuestos","KIT, NO",,"Andina, Biela, Kit, KIT, Productos, NO, Repuestos"
kit-biela-xpulse-200-original-hero,700011820,"KIT BIELA XPULSE-200 ""ORIGINAL HERO""",,700011820,,Producto,"andina, Biela, casa700, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3620.0,0.0,shopify,0.0,deny,manual,96000.0,,True,True,700011820,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Biela, Kit, Productos, Repuestos","KIT, NO",,"Andina, Biela, Kit, KIT, Productos, NO, Repuestos"
anillos-gixxer-250-original-suzuki,700011800,"ANILLOS GIXXER-250 ""ORIGINAL SUZUKI""",,700011800,,Producto,"andina, Anillo, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3619.0,0.0,shopify,0.0,deny,manual,28000.0,,True,True,700011800,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Anillo, Productos, Repuestos",NO,,"Andina, Anillo, Productos, NO, Repuestos"
guia-cadenilla-fz-25-original-yamaha,700011727,"GUIA CADENILLA FZ-25 ""ORIGINAL YAMAHA""",,700011727,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3618.0,0.0,shopify,31.0,deny,manual,14000.0,,True,True,700011727,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
guaya-velocimetro-cb-110-original-honda-1,700011700,"GUAYA VELOCIMETRO CB-110 ""ORIGINAL HONDA""",,700011700,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3617.0,0.0,shopify,59.0,deny,manual,15600.0,,True,True,700011700,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
guaya-freno-delantero-cb-110-original-honda-1,700011690,"GUAYA FRENO DELANTERO CB-110 ""ORIGINAL HONDA""",,700011690,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3616.0,0.0,shopify,101.0,deny,manual,13800.0,,True,True,700011690,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
guaya-clutch-cb-160f-original-honda-1,700011675,"GUAYA CLUTCH CB-160F ""ORIGINAL HONDA""",,700011675,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3615.0,0.0,shopify,30.0,deny,manual,15900.0,,True,True,700011675,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
guaya-clutch-cb-110-original-honda-1,700011674,"GUAYA CLUTCH CB-110 ""ORIGINAL HONDA""",,700011674,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3614.0,0.0,shopify,97.0,deny,manual,17500.0,,True,True,700011674,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
guaya-clutch-pulsar-200ns-genuine-bajaj-1,700011673,"GUAYA CLUTCH PULSAR-200NS ""GENUINE BAJAJ""",,700011673,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3613.0,0.0,shopify,0.0,deny,manual,16800.0,,True,True,700011673,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
guaya-clutch-discover-125st-genuine-bajaj,700011672,"GUAYA CLUTCH DISCOVER-125ST ""GENUINE BAJAJ""",,700011672,,Producto,"andina, casa700, Clutch, Disco, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3612.0,0.0,shopify,180.0,deny,manual,14800.0,,True,True,700011672,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Disco, Productos, Repuestos",NO,,"Andina, Clutch, Disco, Productos, NO, Repuestos"
guaya-clutch-eco-deluxe-original-hero-1,700011670,"GUAYA CLUTCH ECO DELUXE ""ORIGINAL HERO""",,700011670,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3611.0,0.0,shopify,0.0,deny,manual,7900.0,,True,True,700011670,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
guaya-acelerador-2-gixxer-250-original-suzuki,700011665,"GUAYA ACELERADOR 2 GIXXER-250 ""ORIGINAL SUZUKI""",,700011665,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3610.0,0.0,shopify,110.0,deny,manual,24000.0,,True,True,700011665,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
guaya-acelerador-gixxer-250-original-suzuki,700011663,"GUAYA ACELERADOR GIXXER-250 ""ORIGINAL SUZUKI""",,700011663,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3609.0,0.0,shopify,26.0,deny,manual,23000.0,,True,True,700011663,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
guaya-acelerador-cb-160f-original-honda-1,700011654,"GUAYA ACELERADOR CB-160F ""ORIGINAL HONDA""",,700011654,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3608.0,0.0,shopify,0.0,deny,manual,15800.0,,True,True,700011654,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
guaya-acelerador-pulsar-200ns-genuine-bajaj-1,700011652,"GUAYA ACELERADOR PULSAR-200NS ""GENUINE BAJAJ""",,700011652,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3607.0,0.0,shopify,0.0,deny,manual,17200.0,,True,True,700011652,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
filtro-aire-discover-125st-genuine-bajaj,700011635,"FILTRO AIRE DISCOVER-125ST ""GENUINE BAJAJ""",,700011635,,Producto,"andina, casa700, Disco, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3606.0,0.0,shopify,0.0,deny,manual,18000.0,,True,True,700011635,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Filtro, Productos, Repuestos",NO,,"Andina, Disco, Filtro, Productos, NO, Repuestos"
filtro-aire-pulsar-200ns-fi-genuine-bajaj,700011630,"FILTRO AIRE PULSAR-200NS Fi ""GENUINE BAJAJ""",,700011630,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3605.0,0.0,shopify,0.0,deny,manual,21500.0,,True,True,700011630,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-aire-pulsar-200ns-genuine-bajaj,700011629,"FILTRO AIRE PULSAR-200NS ""GENUINE BAJAJ""",,700011629,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3604.0,0.0,shopify,0.0,deny,manual,17400.0,,True,True,700011629,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-aire-sz-16r-original-yamaha,700011626,"FILTRO AIRE SZ-16R ""ORIGINAL YAMAHA""",,700011626,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3603.0,0.0,shopify,0.0,deny,manual,27000.0,,True,True,700011626,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-aire-xpulse-200-original-hero,700011625,"FILTRO AIRE XPULSE-200 ""ORIGINAL HERO""",,700011625,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3602.0,0.0,shopify,0.0,deny,manual,17900.0,,True,True,700011625,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-aire-gixxer-250-original-suzuki,700011624,"FILTRO AIRE GIXXER-250 ""ORIGINAL SUZUKI""",,700011624,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3601.0,0.0,shopify,0.0,deny,manual,17000.0,,True,True,700011624,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-aire-tvs-raider-original-tvs,700011623,"FILTRO AIRE TVS-RAIDER ""ORIGINAL TVS""",,700011623,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3600.0,0.0,shopify,0.0,deny,manual,11000.0,,True,True,700011623,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
filtro-de-aceite-boxer-ct100-tec-genuine-bajaj-1,700011621,"FILTRO DE ACEITE BOXER-CT100 TEC ""GENUINE BAJAJ""",,700011621,,Producto,"andina, casa700, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3599.0,0.0,shopify,2078.0,deny,manual,3800.0,,True,True,700011621,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
estator-bobinas-gixxer-250-original-suzuki,700011593,"ESTATOR BOBINAS GIXXER-250 ""ORIGINAL SUZUKI""",,700011593,,Producto,"andina, Bobinas, casa700, Estator, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3598.0,0.0,shopify,0.0,deny,manual,195000.0,,True,True,700011593,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Bobinas, Estator, Productos, Repuestos",NO,,"Andina, Bobinas, Estator, Productos, NO, Repuestos"
estator-bobinas-pulsar-200ns-fi-genuine-bajaj,700011580,"ESTATOR BOBINAS PULSAR-200NS Fi ""GENUINE BAJAJ""",,700011580,,Producto,"andina, Bobinas, casa700, Estator, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3596.0,0.0,shopify,0.0,deny,manual,97000.0,,True,True,700011580,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Bobinas, Estator, Productos, Repuestos",NO,,"Andina, Bobinas, Estator, Productos, NO, Repuestos"
empaque-tapa-volante-tvs-raider-original-tvs,700011562,"EMPAQUE TAPA VOLANTE TVS-RAIDER ""ORIGINAL TVS""",,700011562,,Producto,"andina, casa700, productos no fabricados, repuestos, Tapa,",False,Title,Default Title,,,,,,,,3595.0,0.0,shopify,0.0,deny,manual,2250.0,,True,True,700011562,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tapa","NO, TAPA",,"Andina, Productos, NO, Repuestos, Tapa, TAPA"
empaque-tapa-clutch-fz-25-original-yamaha,700011555,"EMPAQUE TAPA CLUTCH FZ-25 ""ORIGINAL YAMAHA""",,700011555,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos, Tapa,",False,Title,Default Title,,,,,,,,3594.0,0.0,shopify,5.0,deny,manual,13000.0,,True,True,700011555,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos, Tapa","NO, TAPA",,"Andina, Clutch, Productos, NO, Repuestos, Tapa, TAPA"
comando-izquierdo-gixxer-150-original-suzuki,700011136,"COMANDO IZQUIERDO GIXXER-150 ""ORIGINAL SUZUKI""",,700011136,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3585.0,0.0,shopify,0.0,deny,manual,33500.0,,True,True,700011136,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
caucho-conector-cuerpo-aceleracion-pulsar-200ns-genuine-bajaj,700011009,"CAUCHO CONECTOR CUERPO ACELERACION PULSAR-200NS ""GENUINE BAJAJ""",,700011009,,Producto,"andina, casa700, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3572.0,0.0,shopify,0.0,deny,manual,6500.0,,True,True,700011009,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
caucho-conector-cuerpo-aceleracion-pulsar-180-fi-genuine-bajaj,700011007,"CAUCHO CONECTOR CUERPO ACELERACION PULSAR-180 Fi ""GENUINE BAJAJ""",,700011007,,Producto,"andina, casa700, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3571.0,0.0,shopify,0.0,deny,manual,3800.0,,True,True,700011007,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
caucho-conector-caja-filtro-pulsar-200ns-genuine-bajaj,700011005,"CAUCHO CONECTOR CAJA FILTRO PULSAR-200NS ""GENUINE BAJAJ""",,700011005,,Producto,"andina, casa700, Caucho, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3570.0,0.0,shopify,0.0,deny,manual,12000.0,,True,True,700011005,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Filtro, Productos, Repuestos",NO,,"Andina, Caucho, Filtro, Productos, NO, Repuestos"
caucho-conector-caja-filtro-fz-16-original-yamaha,700011004,"CAUCHO CONECTOR CAJA FILTRO FZ-16 ""ORIGINAL YAMAHA""",,700011004,,Producto,"andina, casa700, Caucho, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3569.0,0.0,shopify,66.0,deny,manual,51000.0,,True,True,700011004,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Filtro, Productos, Repuestos",NO,,"Andina, Caucho, Filtro, Productos, NO, Repuestos"
caucho-conector-cuerpo-aceleracion-fz-2-0-original-yamaha,700011003,"CAUCHO CONECTOR CUERPO ACELERACION FZ-2.0 ""ORIGINAL YAMAHA""",,700011003,,Producto,"andina, casa700, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3568.0,0.0,shopify,13.0,deny,manual,14500.0,,True,True,700011003,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
caucho-conector-carburador-fz-16-original-yamaha,700011002,"CAUCHO CONECTOR CARBURADOR FZ-16 ""ORIGINAL YAMAHA""",,700011002,,Producto,"andina, casa700, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3567.0,0.0,shopify,0.0,deny,manual,13800.0,,True,True,700011002,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
canastilla-caja-boxer-ct100-tec-genuine-bajaj,700010835,"CANASTILLA CAJA BOXER-CT100 TEC ""GENUINE BAJAJ""",,700010835,,Producto,"andina, Canastilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3566.0,0.0,shopify,0.0,deny,manual,3700.0,,True,True,700010835,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Canastilla, Productos, Repuestos",NO,,"Andina, Canastilla, Productos, NO, Repuestos"
cadenilla-distribucion-gixxer-250-original-suzuki,700010821,"CADENILLA DISTRIBUCION GIXXER-250 ""ORIGINAL SUZUKI""",,700010821,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3565.0,0.0,shopify,0.0,deny,manual,36000.0,,True,True,700010821,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
cadenilla-distribucion-cb-110-original-honda,700010812,"CADENILLA DISTRIBUCION CB-110 ""ORIGINAL HONDA""",,700010812,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3564.0,0.0,shopify,131.0,deny,manual,11700.0,,True,True,700010812,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
cadenilla-distribucion-pulsar-150ns-genuine-bajaj,700010807,"CADENILLA DISTRIBUCION PULSAR-150NS ""GENUINE BAJAJ""",,700010807,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3563.0,0.0,shopify,0.0,deny,manual,23000.0,,True,True,700010807,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
cadenilla-distribucion-pulsar-135-genuine-bajaj-1,700010806,"CADENILLA DISTRIBUCION PULSAR-135 ""GENUINE BAJAJ""",,700010806,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3562.0,0.0,shopify,454.0,deny,manual,15000.0,,True,True,700010806,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
cadenilla-distribucion-boxer-ct100-ks-es-genuine-bajaj,700010805,"CADENILLA DISTRIBUCION BOXER-CT100 KS-ES ""GENUINE BAJAJ""",,700010805,,Producto,"andina, Cadenilla, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3561.0,0.0,shopify,0.0,deny,manual,16000.0,,True,True,700010805,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos",NO,,"Andina, Cadenilla, Productos, NO, Repuestos"
cable-sensor-velocimetro-pulsar-200ns-genuine-bajaj,700010503,"CABLE SENSOR VELOCIMETRO PULSAR-200NS ""GENUINE BAJAJ""",,700010503,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3560.0,0.0,shopify,0.0,deny,manual,25000.0,,True,True,700010503,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
